road_segment,datetime,average_speed
1,2019-12-04 05:00:04,28.3
1,2019-12-12 05:00:04,26.8
1,2019-12-13 05:00:08,22.5
1,2019-12-02 05:00:15,23.2
1,2019-12-03 05:00:19,29.0
1,2019-12-03 05:00:21,27.1
1,2019-12-08 05:01:19,25.6
1,2019-12-05 05:01:58,23.8
1,2019-12-06 05:02:58,23.6
1,2019-12-05 05:04:09,23.3
1,2019-12-08 05:05:21,24.8
1,2019-12-03 05:06:07,25.1
1,2019-12-02 05:06:34,29.9
1,2019-12-06 05:06:49,30.5
1,2019-12-03 05:07:18,29.0
1,2019-12-09 05:07:20,27.0
1,2019-12-04 05:09:04,25.9
1,2019-12-06 05:10:03,30.2
1,2019-12-05 05:10:07,27.4
1,2019-12-08 05:10:44,25.9
1,2019-12-06 05:11:20,28.8
1,2019-12-13 05:11:51,24.1
1,2019-12-01 05:12:40,26.0
1,2019-12-11 05:13:35,28.1
1,2019-12-09 05:13:57,25.2
1,2019-12-03 05:14:55,23.6
1,2019-12-08 05:16:05,28.3
1,2019-12-03 05:16:26,22.2
1,2019-12-03 05:18:40,23.7
1,2019-12-11 05:19:24,30.3
1,2019-12-03 05:19:59,23.7
1,2019-12-03 05:20:00,25.5
1,2019-12-01 05:20:38,28.1
1,2019-12-02 05:20:48,25.4
1,2019-12-08 05:20:48,28.8
1,2019-12-05 05:21:26,23.8
1,2019-12-04 05:22:05,24.9
1,2019-12-05 05:24:00,27.3
1,2019-12-10 05:24:30,30.0
1,2019-12-01 05:24:31,27.0
1,2019-12-11 05:25:15,27.1
1,2019-12-11 05:25:58,25.6
1,2019-12-09 05:25:59,26.8
1,2019-12-09 05:26:05,27.9
1,2019-12-06 05:26:36,28.6
1,2019-12-12 05:27:35,24.9
1,2019-12-13 05:28:37,27.3
1,2019-12-02 05:28:39,25.2
1,2019-12-09 05:32:05,25.5
1,2019-12-09 05:32:50,24.1
1,2019-12-03 05:33:03,28.3
1,2019-12-11 05:33:07,27.0
1,2019-12-13 05:34:05,27.3
1,2019-12-08 05:35:23,27.6
1,2019-12-09 05:36:00,28.4
1,2019-12-02 05:36:18,23.0
1,2019-12-01 05:37:18,22.0
1,2019-12-03 05:39:35,29.1
1,2019-12-09 05:40:04,27.7
1,2019-12-03 05:41:04,27.9
1,2019-12-07 05:41:26,30.0
1,2019-12-11 05:42:04,26.0
1,2019-12-07 05:42:50,25.0
1,2019-12-12 05:43:05,25.9
1,2019-12-02 05:43:53,26.4
1,2019-12-05 05:43:55,28.7
1,2019-12-06 05:44:34,30.5
1,2019-12-10 05:44:48,23.4
1,2019-12-04 05:46:30,29.0
1,2019-12-05 05:47:19,27.0
1,2019-12-11 05:47:19,23.4
1,2019-12-03 05:47:26,27.1
1,2019-12-04 05:47:47,26.8
1,2019-12-13 05:47:50,26.5
1,2019-12-02 05:49:38,26.6
1,2019-12-02 05:50:45,23.4
1,2019-12-08 05:50:53,30.2
1,2019-12-02 05:51:14,29.5
1,2019-12-02 05:51:18,28.8
1,2019-12-12 05:51:32,28.0
1,2019-12-06 05:54:56,27.0
1,2019-12-13 05:55:53,27.8
1,2019-12-05 05:56:14,28.6
