road_segment,datetime,average_speed
3,2019-12-03 05:00:53,32.0
3,2019-12-17 05:03:45,38.2
3,2019-12-21 05:04:08,29.799999999999997
3,2019-12-18 05:04:13,32.7
3,2019-12-16 05:06:04,35.4
3,2019-12-11 05:09:53,36.6
3,2019-12-01 05:11:18,39.2
3,2019-12-27 05:11:21,41.6
3,2019-12-24 05:12:04,37.8
3,2019-12-02 05:12:05,33.4
3,2019-12-31 05:14:34,37.1
3,2019-12-09 05:17:09,34.6
3,2019-12-07 05:20:02,46.9
3,2019-12-31 05:20:12,33.0
3,2019-12-20 05:22:14,34.7
3,2019-12-18 05:24:00,32.3
3,2019-12-15 05:24:09,32.8
3,2019-12-31 05:25:06,38.8
3,2019-12-25 05:26:16,40.5
3,2019-12-02 05:26:21,38.3
3,2019-12-19 05:32:55,36.8
3,2019-12-05 05:34:03,36.1
3,2019-12-03 05:36:01,32.4
3,2019-12-03 05:36:57,31.6
3,2019-12-31 05:42:44,31.5
3,2019-12-11 05:46:12,34.4
3,2019-12-29 05:54:51,39.0
3,2019-12-23 05:54:53,36.2
3,2019-12-26 05:55:21,41.9
3,2019-12-20 05:58:41,38.4
3,2019-12-31 05:58:55,33.6
3,2019-12-11 05:59:22,35.3
3,2019-12-14 05:59:24,40.1
3,2019-12-22 05:59:26,35.1
3,2019-12-23 06:01:22,32.4
3,2019-12-23 06:01:37,31.5
3,2019-12-30 06:03:43,31.6
3,2019-12-06 06:04:49,33.7
3,2019-12-29 06:07:35,39.9
3,2019-12-31 06:11:05,33.6
3,2019-12-24 06:11:54,46.6
3,2019-12-17 06:13:43,30.9
3,2019-12-12 06:14:01,34.8
3,2019-12-30 06:14:22,37.8
3,2019-12-29 06:17:05,37.0
3,2019-12-13 06:17:54,36.2
3,2019-12-29 06:18:02,37.0
3,2019-12-08 06:19:01,31.5
3,2019-12-03 06:20:00,38.1
3,2019-12-02 06:20:39,33.5
3,2019-12-30 06:20:47,40.2
3,2019-12-18 06:20:59,35.3
3,2019-12-20 06:21:28,37.5
3,2019-12-15 06:21:56,30.799999999999997
3,2019-12-28 06:23:42,43.4
3,2019-12-30 06:24:50,31.5
3,2019-12-16 06:26:09,32.0
3,2019-12-20 06:26:37,33.6
3,2019-12-16 06:27:32,33.5
3,2019-12-04 06:27:44,33.5
3,2019-12-27 06:29:17,39.6
3,2019-12-08 06:32:39,34.7
3,2019-12-06 06:32:56,30.700000000000003
3,2019-12-11 06:33:14,33.4
3,2019-12-21 06:33:20,30.6
3,2019-12-21 06:33:21,34.2
3,2019-12-19 06:35:35,30.200000000000003
3,2019-12-01 06:36:12,33.6
3,2019-12-29 06:37:41,33.2
3,2019-12-24 06:40:17,33.5
3,2019-12-06 06:42:59,32.6
3,2019-12-13 06:46:19,39.6
3,2019-12-25 06:47:45,41.0
3,2019-12-05 06:50:56,31.4
3,2019-12-11 06:52:47,28.1
3,2019-12-29 06:53:40,34.6
3,2019-12-19 06:54:19,30.6
3,2019-12-14 06:54:59,37.1
3,2019-12-05 06:57:36,29.299999999999997
3,2019-12-15 07:00:37,30.6
3,2019-12-01 07:01:10,36.3
3,2019-12-30 07:02:55,38.6
3,2019-12-10 07:04:48,32.8
3,2019-12-15 07:05:53,36.2
3,2019-12-17 07:10:37,39.7
3,2019-12-23 07:12:02,34.9
3,2019-12-20 07:12:10,33.2
3,2019-12-20 07:16:46,26.9
3,2019-12-06 07:16:47,26.9
3,2019-12-14 07:20:33,29.4
3,2019-12-21 07:20:48,27.4
3,2019-12-13 07:21:54,30.799999999999997
3,2019-12-19 07:22:34,30.5
3,2019-12-20 07:22:46,23.700000000000003
3,2019-12-26 07:24:03,30.700000000000003
3,2019-12-20 07:24:27,31.0
3,2019-12-18 07:24:44,27.700000000000003
3,2019-12-09 07:24:45,24.200000000000003
3,2019-12-08 07:26:31,24.1
3,2019-12-12 07:26:38,31.200000000000003
3,2019-12-14 07:27:00,30.200000000000003
3,2019-12-24 07:27:06,30.9
3,2019-12-22 07:27:38,23.200000000000003
3,2019-12-17 07:27:47,31.1
3,2019-12-25 07:28:01,25.9
3,2019-12-27 07:28:56,27.799999999999997
3,2019-12-15 07:29:29,29.299999999999997
3,2019-12-03 07:29:47,30.4
3,2019-12-23 07:29:52,26.799999999999997
3,2019-12-31 07:30:05,29.200000000000003
3,2019-12-22 07:30:13,20.8
3,2019-12-16 07:30:18,28.799999999999997
3,2019-12-05 07:30:56,31.1
3,2019-12-16 07:31:41,24.5
3,2019-12-04 07:34:17,22.0
3,2019-12-09 07:34:43,28.9
3,2019-12-03 07:35:04,28.299999999999997
3,2019-12-19 07:35:31,26.200000000000003
3,2019-12-08 07:38:02,26.299999999999997
3,2019-12-02 07:38:58,28.1
3,2019-12-11 07:39:31,22.799999999999997
3,2019-12-01 07:39:37,27.5
3,2019-12-29 07:39:37,31.5
3,2019-12-01 07:40:40,33.6
3,2019-12-11 07:40:47,26.299999999999997
3,2019-12-05 07:41:13,29.6
3,2019-12-09 07:42:07,29.0
3,2019-12-07 07:43:11,32.9
3,2019-12-02 07:43:22,30.1
3,2019-12-09 07:46:00,29.200000000000003
3,2019-12-28 07:46:46,30.700000000000003
3,2019-12-04 07:47:43,24.200000000000003
3,2019-12-06 07:49:42,25.4
3,2019-12-13 07:50:52,31.299999999999997
3,2019-12-10 07:51:24,29.700000000000003
3,2019-12-27 07:56:58,24.5
3,2019-12-15 07:58:27,26.4
3,2019-12-27 07:59:29,26.4
3,2019-12-02 07:59:57,26.200000000000003
3,2019-12-09 08:03:48,27.0
3,2019-12-31 08:04:42,26.6
3,2019-12-28 08:08:07,32.8
3,2019-12-15 08:12:48,26.799999999999997
3,2019-12-19 08:14:59,32.7
3,2019-12-07 08:16:46,25.6
3,2019-12-06 08:18:17,20.2
3,2019-12-27 08:23:41,21.5
3,2019-12-06 08:25:35,23.700000000000003
3,2019-12-05 08:26:00,21.5
3,2019-12-18 08:26:12,21.2
3,2019-12-06 08:26:59,24.6
3,2019-12-11 08:29:07,19.4
3,2019-12-17 08:31:53,23.299999999999997
3,2019-12-25 08:32:52,17.4
3,2019-12-15 08:32:57,20.1
3,2019-12-12 08:33:31,22.200000000000003
3,2019-12-25 08:33:33,22.0
3,2019-12-23 08:38:24,19.4
3,2019-12-22 08:39:04,17.7
3,2019-12-12 08:39:09,22.299999999999997
3,2019-12-20 08:40:07,23.1
3,2019-12-20 08:41:22,22.1
3,2019-12-09 08:43:54,20.2
