road_segment,datetime,average_speed
7,2019-12-18 05:00:36,44.2
7,2019-12-23 05:01:31,43.4
7,2019-12-23 05:02:31,41.3
7,2019-12-07 05:02:48,48.0
7,2019-12-18 05:05:15,44.8
7,2019-12-22 05:06:34,49.3
7,2019-12-02 05:08:37,41.4
7,2019-12-30 05:08:46,42.2
7,2019-12-29 05:12:59,43.0
7,2019-12-12 05:14:11,43.6
7,2019-12-27 05:15:03,47.3
7,2019-12-31 05:15:14,44.9
7,2019-12-29 05:16:05,44.5
7,2019-12-18 05:18:50,42.6
7,2019-12-25 05:20:38,44.6
7,2019-12-31 05:22:42,45.3
7,2019-12-31 05:23:37,37.4
7,2019-12-25 05:24:46,48.9
7,2019-12-13 05:30:53,43.8
7,2019-12-12 05:31:16,45.0
7,2019-12-03 05:32:08,47.6
7,2019-12-30 05:34:39,48.4
7,2019-12-03 05:35:28,48.1
7,2019-12-31 05:37:27,51.2
7,2019-12-04 05:39:21,48.0
7,2019-12-30 05:41:11,44.7
7,2019-12-04 05:42:19,43.9
7,2019-12-26 05:43:40,41.7
7,2019-12-20 05:44:20,44.9
7,2019-12-07 05:47:23,51.3
7,2019-12-09 05:48:31,50.4
7,2019-12-09 05:48:35,45.1
7,2019-12-02 05:53:09,48.5
7,2019-12-21 05:54:03,45.7
7,2019-12-06 05:57:13,43.6
7,2019-12-11 05:57:53,40.2
7,2019-12-08 05:59:19,43.5
7,2019-12-11 06:01:34,40.5
7,2019-12-23 06:03:36,44.4
7,2019-12-23 06:03:43,49.7
7,2019-12-03 06:08:56,44.4
7,2019-12-27 06:10:10,45.6
7,2019-12-13 06:11:43,51.7
7,2019-12-17 06:12:06,49.8
7,2019-12-01 06:12:09,43.1
7,2019-12-06 06:12:39,44.4
7,2019-12-25 06:13:21,43.0
7,2019-12-23 06:13:23,50.3
7,2019-12-24 06:13:24,42.0
7,2019-12-23 06:14:08,44.0
7,2019-12-17 06:14:47,45.1
7,2019-12-12 06:15:31,45.8
7,2019-12-23 06:15:59,48.5
7,2019-12-24 06:16:11,42.4
7,2019-12-31 06:16:12,45.4
7,2019-12-22 06:17:03,46.3
7,2019-12-11 06:17:15,46.1
7,2019-12-02 06:17:31,45.8
7,2019-12-29 06:19:31,43.9
7,2019-12-02 06:20:41,51.3
7,2019-12-04 06:21:15,40.1
7,2019-12-10 06:21:37,43.5
7,2019-12-30 06:22:16,54.9
7,2019-12-31 06:22:31,41.2
7,2019-12-12 06:22:41,45.8
7,2019-12-03 06:23:12,43.5
7,2019-12-25 06:24:08,45.2
7,2019-12-18 06:24:28,43.3
7,2019-12-15 06:24:48,43.9
7,2019-12-08 06:24:56,41.3
7,2019-12-25 06:25:28,45.9
7,2019-12-21 06:27:52,43.9
7,2019-12-13 06:28:05,42.5
7,2019-12-15 06:28:23,43.2
7,2019-12-20 06:28:48,42.6
7,2019-12-16 06:29:38,45.5
7,2019-12-20 06:31:05,35.8
7,2019-12-13 06:31:44,40.5
7,2019-12-19 06:35:09,38.3
7,2019-12-16 06:41:57,40.6
7,2019-12-06 06:46:27,40.4
7,2019-12-05 06:52:26,40.7
7,2019-12-29 06:52:26,39.8
7,2019-12-29 06:55:19,42.6
7,2019-12-31 06:56:20,40.8
7,2019-12-15 06:59:22,46.0
7,2019-12-21 06:59:40,43.2
7,2019-12-17 07:00:57,36.5
7,2019-12-12 07:01:41,41.5
7,2019-12-01 07:02:36,41.7
7,2019-12-11 07:08:33,33.9
7,2019-12-17 07:09:33,40.4
7,2019-12-20 07:14:10,36.2
7,2019-12-09 07:14:22,39.0
7,2019-12-06 07:17:28,36.0
7,2019-12-05 07:18:44,37.2
7,2019-12-30 07:19:51,33.4
7,2019-12-14 07:21:43,40.2
7,2019-12-29 07:22:07,35.8
7,2019-12-11 07:25:57,36.5
7,2019-12-31 07:27:47,31.4
7,2019-12-13 07:27:54,34.8
7,2019-12-15 07:28:34,40.2
7,2019-12-21 07:33:39,46.2
7,2019-12-28 07:34:26,38.6
7,2019-12-17 07:35:55,37.2
7,2019-12-09 07:38:39,41.7
7,2019-12-08 07:39:02,33.3
7,2019-12-30 07:40:27,33.4
7,2019-12-11 07:42:00,35.6
7,2019-12-24 07:43:20,33.8
7,2019-12-07 07:44:08,37.8
7,2019-12-26 07:48:56,33.8
7,2019-12-16 07:51:46,36.5
7,2019-12-22 07:53:30,37.6
7,2019-12-25 07:54:54,40.5
7,2019-12-08 07:55:31,42.9
7,2019-12-26 07:56:46,36.3
7,2019-12-02 07:57:17,34.2
7,2019-12-15 07:58:38,33.0
7,2019-12-15 07:58:55,41.2
7,2019-12-18 07:59:54,34.5
7,2019-12-17 08:00:04,36.2
7,2019-12-27 08:02:55,34.8
7,2019-12-10 08:04:27,35.4
7,2019-12-23 08:12:57,34.3
7,2019-12-15 08:14:52,36.8
7,2019-12-06 08:15:03,27.2
7,2019-12-19 08:16:28,31.4
7,2019-12-30 08:18:07,25.4
7,2019-12-07 08:21:34,26.9
7,2019-12-04 08:21:37,29.3
7,2019-12-09 08:21:49,29.6
7,2019-12-23 08:27:02,25.3
7,2019-12-30 08:27:38,29.7
7,2019-12-20 08:28:00,32.6
7,2019-12-18 08:28:04,26.6
7,2019-12-11 08:29:01,31.2
7,2019-12-11 08:29:38,25.1
7,2019-12-10 08:30:45,28.5
7,2019-12-25 08:32:05,25.9
7,2019-12-13 08:33:11,26.0
7,2019-12-17 08:34:41,27.2
7,2019-12-11 08:35:12,26.8
7,2019-12-22 08:37:30,34.6
7,2019-12-23 08:39:50,27.6
7,2019-12-28 08:41:20,23.6
7,2019-12-12 08:42:57,32.8
7,2019-12-18 08:45:46,23.4
7,2019-12-31 08:49:21,23.7
7,2019-12-03 08:49:30,18.9
7,2019-12-09 08:52:51,30.7
7,2019-12-24 08:56:09,21.8
7,2019-12-25 08:58:58,21.4
7,2019-12-12 08:59:48,21.7
7,2019-12-09 09:01:31,32.0
7,2019-12-22 09:01:52,23.4
7,2019-12-03 09:02:38,25.6
7,2019-12-13 09:05:44,20.0
7,2019-12-04 09:06:22,23.3
7,2019-12-31 09:08:19,19.8
7,2019-12-11 09:10:52,22.1
7,2019-12-11 09:13:56,19.9
7,2019-12-03 09:16:12,24.4
7,2019-12-18 09:19:18,22.6
7,2019-12-30 09:35:43,24.7
7,2019-12-09 09:46:08,28.6
7,2019-12-15 09:48:44,20.3
7,2019-12-18 09:49:07,23.7
7,2019-12-24 09:50:48,24.0
7,2019-12-19 09:51:18,18.9
7,2019-12-23 09:52:24,23.0
7,2019-12-31 09:52:33,23.7
7,2019-12-27 09:52:46,18.2
7,2019-12-17 09:54:09,19.9
7,2019-12-01 09:56:15,17.1
7,2019-12-13 09:56:17,19.8
7,2019-12-20 09:57:18,21.2
7,2019-12-17 09:57:25,20.1
