road_segment,datetime,average_speed
5,2019-12-24 05:00:12,30.5
5,2019-12-18 05:00:15,32.4
5,2019-12-11 05:00:19,34.4
5,2019-12-15 05:00:23,32.6
5,2019-12-28 05:00:23,34.6
5,2019-12-09 05:00:55,32.3
5,2019-12-16 05:01:15,28.6
5,2019-12-08 05:01:37,30.8
5,2019-12-04 05:01:44,28.7
5,2019-12-07 05:02:19,28.7
5,2019-12-08 05:02:26,36.5
5,2019-12-18 05:02:44,33.9
5,2019-12-19 05:02:46,31.3
5,2019-12-02 05:03:15,31.8
5,2019-12-08 05:03:23,27.9
5,2019-12-01 05:03:40,30.8
5,2019-12-11 05:04:25,30.6
5,2019-12-22 05:04:34,31.0
5,2019-12-27 05:04:53,34.5
5,2019-12-23 05:05:25,28.0
5,2019-12-24 05:05:31,33.8
5,2019-12-12 05:05:44,31.6
5,2019-12-05 05:05:55,30.7
5,2019-12-21 05:06:14,31.8
5,2019-12-22 05:06:40,33.5
5,2019-12-02 05:06:44,29.7
5,2019-12-22 05:07:04,28.5
5,2019-12-17 05:07:11,32.9
5,2019-12-31 05:07:35,34.6
5,2019-12-02 05:08:07,28.1
5,2019-12-29 05:08:07,32.4
5,2019-12-18 05:08:11,30.5
5,2019-12-17 05:09:23,28.4
5,2019-12-15 05:09:27,29.9
5,2019-12-21 05:09:35,31.0
5,2019-12-27 05:09:54,33.1
5,2019-12-09 05:10:11,34.5
5,2019-12-25 05:10:17,29.8
5,2019-12-27 05:10:18,32.5
5,2019-12-04 05:10:23,31.1
5,2019-12-25 05:10:26,30.7
5,2019-12-15 05:10:40,29.5
5,2019-12-27 05:11:19,31.1
5,2019-12-16 05:11:28,29.9
5,2019-12-20 05:11:48,31.3
5,2019-12-31 05:11:53,32.9
5,2019-12-02 05:12:19,32.3
5,2019-12-02 05:12:36,32.5
5,2019-12-16 05:13:00,29.8
5,2019-12-13 05:13:13,32.2
5,2019-12-27 05:13:17,31.4
5,2019-12-10 05:13:48,30.1
5,2019-12-17 05:14:06,33.2
5,2019-12-10 05:14:19,31.5
5,2019-12-20 05:14:40,33.4
5,2019-12-05 05:14:46,29.3
5,2019-12-01 05:14:50,31.8
5,2019-12-05 05:15:00,33.8
5,2019-12-08 05:15:00,28.7
5,2019-12-30 05:15:00,31.1
5,2019-12-17 05:15:21,29.2
5,2019-12-17 05:15:23,28.4
5,2019-12-17 05:15:23,32.6
5,2019-12-08 05:15:26,31.0
5,2019-12-25 05:15:26,33.1
5,2019-12-04 05:15:53,34.0
5,2019-12-31 05:16:13,32.0
5,2019-12-12 05:16:26,29.7
5,2019-12-19 05:16:30,33.3
5,2019-12-19 05:16:33,31.9
5,2019-12-03 05:16:52,28.3
5,2019-12-22 05:16:58,32.1
5,2019-12-23 05:17:09,30.7
5,2019-12-16 05:17:12,28.5
5,2019-12-12 05:18:07,30.7
5,2019-12-02 05:18:15,30.1
5,2019-12-27 05:18:56,33.5
5,2019-12-29 05:19:13,30.5
5,2019-12-03 05:19:20,31.9
5,2019-12-10 05:19:25,30.5
5,2019-12-20 05:19:55,28.2
5,2019-12-04 05:19:59,30.0
5,2019-12-09 05:19:59,29.2
5,2019-12-23 05:20:00,29.2
5,2019-12-30 05:20:02,30.0
5,2019-12-19 05:20:04,30.1
5,2019-12-06 05:20:16,31.1
5,2019-12-18 05:20:17,29.7
5,2019-12-19 05:20:23,28.7
5,2019-12-20 05:20:29,30.9
5,2019-12-26 05:20:30,33.2
5,2019-12-04 05:20:34,30.3
5,2019-12-23 05:20:34,33.3
5,2019-12-11 05:20:46,33.0
5,2019-12-11 05:20:51,30.0
5,2019-12-26 05:21:08,32.6
5,2019-12-30 05:21:17,29.7
5,2019-12-24 05:21:26,30.3
5,2019-12-25 05:21:47,30.8
5,2019-12-17 05:22:04,33.8
5,2019-12-12 05:22:20,31.3
5,2019-12-19 05:23:09,30.4
5,2019-12-26 05:23:11,33.1
5,2019-12-30 05:23:40,33.1
5,2019-12-04 05:26:47,34.1
5,2019-12-05 05:26:50,33.6
5,2019-12-25 05:27:33,28.9
5,2019-12-18 05:27:40,32.1
5,2019-12-22 05:27:59,28.6
5,2019-12-01 05:28:18,27.8
5,2019-12-03 05:28:28,31.1
5,2019-12-18 05:28:40,30.5
5,2019-12-21 05:29:23,29.6
5,2019-12-25 05:29:44,34.0
5,2019-12-24 05:29:57,32.3
5,2019-12-21 05:30:08,28.2
5,2019-12-03 05:30:16,33.7
5,2019-12-23 05:30:18,28.1
5,2019-12-29 05:30:19,29.9
5,2019-12-18 05:30:44,32.7
5,2019-12-28 05:31:21,32.2
5,2019-12-15 05:33:08,32.4
5,2019-12-14 05:33:28,34.3
5,2019-12-20 05:34:03,29.5
5,2019-12-17 05:34:29,32.6
5,2019-12-15 05:35:43,32.6
5,2019-12-02 05:35:59,31.6
5,2019-12-24 05:37:07,31.3
5,2019-12-08 05:37:13,33.2
5,2019-12-13 05:38:15,29.5
5,2019-12-13 05:38:28,30.2
5,2019-12-31 05:38:57,31.7
5,2019-12-22 05:39:20,34.6
5,2019-12-21 05:39:22,31.4
5,2019-12-26 05:40:05,33.9
5,2019-12-07 05:40:53,33.7
5,2019-12-10 05:43:29,31.3
5,2019-12-14 05:43:31,33.0
5,2019-12-25 05:43:45,30.6
5,2019-12-20 05:43:53,30.2
5,2019-12-19 05:44:12,34.8
5,2019-12-26 05:44:45,32.4
5,2019-12-12 05:44:54,34.5
5,2019-12-29 05:45:15,31.5
5,2019-12-26 05:45:31,32.0
5,2019-12-31 05:45:52,34.3
5,2019-12-13 05:46:15,28.6
5,2019-12-17 05:46:21,29.9
5,2019-12-09 05:46:32,30.7
5,2019-12-06 05:46:33,32.9
5,2019-12-21 05:47:27,34.5
5,2019-12-31 05:47:39,32.3
5,2019-12-23 05:47:56,29.5
5,2019-12-03 05:48:18,34.2
5,2019-12-12 05:48:28,31.3
5,2019-12-29 05:49:38,33.1
5,2019-12-12 05:49:47,31.2
5,2019-12-09 05:49:59,32.4
5,2019-12-27 05:50:00,29.2
5,2019-12-17 05:50:06,28.9
5,2019-12-17 05:51:35,29.8
5,2019-12-11 05:51:57,32.6
5,2019-12-15 05:52:38,31.1
5,2019-12-21 05:53:55,28.6
5,2019-12-23 05:53:59,29.6
5,2019-12-23 05:54:28,33.7
5,2019-12-19 05:55:55,34.6
5,2019-12-26 05:56:08,32.0
5,2019-12-29 05:56:17,32.4
5,2019-12-28 05:57:25,33.9
5,2019-12-29 05:57:37,34.4
5,2019-12-28 05:57:38,30.8
5,2019-12-29 05:58:52,32.1
5,2019-12-27 05:59:27,30.0
5,2019-12-27 05:59:33,32.7
5,2019-12-18 06:00:34,31.6
5,2019-12-21 06:01:04,32.7
5,2019-12-03 06:01:46,30.5
5,2019-12-11 06:02:34,30.7
5,2019-12-30 06:03:11,32.1
5,2019-12-29 06:04:22,29.7
5,2019-12-16 06:04:34,29.1
5,2019-12-10 06:04:39,30.5
5,2019-12-14 06:05:22,34.8
5,2019-12-25 06:06:36,33.1
5,2019-12-30 06:06:54,30.2
5,2019-12-07 06:07:13,33.6
5,2019-12-16 06:07:26,32.8
5,2019-12-13 06:07:37,33.1
5,2019-12-16 06:07:43,34.4
5,2019-12-17 06:09:26,30.0
5,2019-12-13 06:09:29,28.8
5,2019-12-18 06:10:33,34.6
5,2019-12-15 06:10:45,32.3
5,2019-12-18 06:10:45,34.1
5,2019-12-11 06:11:11,30.6
5,2019-12-26 06:11:29,33.6
5,2019-12-30 06:12:09,28.9
5,2019-12-13 06:12:14,31.7
5,2019-12-18 06:12:51,32.3
5,2019-12-30 06:12:57,34.4
5,2019-12-27 06:13:04,28.0
5,2019-12-01 06:13:13,28.7
5,2019-12-04 06:13:14,33.0
5,2019-12-31 06:13:16,31.4
5,2019-12-02 06:13:36,31.1
5,2019-12-05 06:13:42,29.2
5,2019-12-10 06:13:56,33.4
5,2019-12-26 06:13:58,32.6
5,2019-12-23 06:14:01,30.3
5,2019-12-13 06:14:03,30.3
5,2019-12-20 06:14:12,30.0
5,2019-12-23 06:15:08,30.6
5,2019-12-16 06:16:06,33.0
5,2019-12-12 06:16:30,29.8
5,2019-12-16 06:16:47,29.3
5,2019-12-31 06:17:11,28.9
5,2019-12-12 06:17:22,34.2
5,2019-12-31 06:18:00,30.2
5,2019-12-31 06:18:05,29.6
5,2019-12-28 06:18:08,31.9
5,2019-12-15 06:18:21,29.9
5,2019-12-22 06:18:32,28.1
5,2019-12-14 06:19:31,32.8
5,2019-12-30 06:19:42,31.7
5,2019-12-10 06:19:46,33.4
5,2019-12-30 06:19:46,34.0
5,2019-12-29 06:21:09,32.0
5,2019-12-15 06:21:12,34.2
5,2019-12-18 06:21:43,29.0
5,2019-12-26 06:22:31,32.7
5,2019-12-30 06:22:57,30.2
5,2019-12-20 06:23:13,29.8
5,2019-12-15 06:23:15,27.8
5,2019-12-05 06:24:18,33.5
5,2019-12-25 06:24:57,32.3
5,2019-12-18 06:25:34,31.5
5,2019-12-13 06:26:17,29.1
5,2019-12-24 06:26:33,32.5
5,2019-12-21 06:26:44,33.7
5,2019-12-08 06:27:11,32.3
5,2019-12-21 06:27:26,29.4
5,2019-12-04 06:28:12,34.9
5,2019-12-08 06:28:14,28.1
5,2019-12-25 06:28:41,30.2
5,2019-12-04 06:29:10,29.8
5,2019-12-15 06:31:20,24.8
5,2019-12-29 06:32:09,26.4
5,2019-12-20 06:32:38,25.0
5,2019-12-09 06:32:57,31.3
5,2019-12-31 06:33:09,24.6
5,2019-12-25 06:33:13,25.9
5,2019-12-12 06:33:54,30.6
5,2019-12-05 06:33:55,33.5
5,2019-12-25 06:34:30,29.9
5,2019-12-24 06:34:49,30.8
5,2019-12-23 06:34:50,28.5
5,2019-12-24 06:35:24,31.7
5,2019-12-20 06:35:45,31.0
5,2019-12-18 06:36:29,26.9
5,2019-12-04 06:38:33,26.1
5,2019-12-12 06:39:17,26.4
5,2019-12-11 06:39:23,27.6
5,2019-12-24 06:39:47,23.9
5,2019-12-15 06:40:30,30.6
5,2019-12-25 06:40:32,24.0
5,2019-12-10 06:41:22,28.4
5,2019-12-21 06:41:23,28.2
5,2019-12-03 06:41:57,31.4
5,2019-12-25 06:42:37,30.2
5,2019-12-27 06:43:46,26.3
5,2019-12-31 06:45:33,29.2
5,2019-12-24 06:47:59,28.0
5,2019-12-19 06:48:07,27.1
