road_segment,datetime,average_speed
6,2019-12-04 05:00:49,24.6
6,2019-12-03 05:00:53,32.3
6,2019-12-30 05:00:54,26.4
6,2019-12-13 05:01:30,24.1
6,2019-12-22 05:04:38,23.9
6,2019-12-17 05:05:07,26.9
6,2019-12-21 05:05:07,27.5
6,2019-12-29 05:06:01,24.8
6,2019-12-16 05:06:39,28.5
6,2019-12-11 05:07:24,25.2
6,2019-12-27 05:09:30,28.2
6,2019-12-18 05:10:40,24.2
6,2019-12-05 05:10:43,23.8
6,2019-12-20 05:11:12,26.2
6,2019-12-17 05:11:22,32.1
6,2019-12-30 05:11:47,31.3
6,2019-12-31 05:14:34,31.5
6,2019-12-24 05:15:03,25.0
6,2019-12-15 05:16:41,25.0
6,2019-12-24 05:18:03,25.1
6,2019-12-29 05:18:04,27.2
6,2019-12-27 05:18:42,23.9
6,2019-12-17 05:20:06,24.1
6,2019-12-20 05:20:23,24.3
6,2019-12-07 05:20:36,32.8
6,2019-12-03 05:22:16,23.6
6,2019-12-03 05:23:45,25.1
6,2019-12-18 05:23:45,23.4
6,2019-12-11 05:23:49,26.0
6,2019-12-03 05:23:53,25.2
6,2019-12-26 05:24:39,25.2
6,2019-12-23 05:25:02,25.0
6,2019-12-18 05:26:45,23.6
6,2019-12-16 05:26:54,26.2
6,2019-12-02 05:28:46,28.0
6,2019-12-23 05:32:58,25.3
6,2019-12-19 05:34:54,23.5
6,2019-12-06 05:37:43,22.9
6,2019-12-10 05:40:30,27.4
6,2019-12-20 05:41:24,25.2
6,2019-12-31 05:43:11,31.9
6,2019-12-31 05:43:55,30.3
6,2019-12-17 05:45:15,29.8
6,2019-12-15 05:46:56,25.7
6,2019-12-12 05:47:53,30.0
6,2019-12-11 05:48:37,25.2
6,2019-12-17 05:49:36,25.0
6,2019-12-19 05:50:20,22.7
6,2019-12-06 05:51:17,26.9
6,2019-12-22 05:56:11,27.2
6,2019-12-29 05:56:20,26.2
6,2019-12-23 05:56:23,25.8
6,2019-12-26 05:56:51,24.7
6,2019-12-11 05:56:54,35.4
6,2019-12-16 05:57:55,24.9
6,2019-12-31 05:58:59,28.0
6,2019-12-14 06:00:54,29.0
6,2019-12-22 06:01:23,28.3
6,2019-12-23 06:04:04,27.6
6,2019-12-30 06:04:42,23.4
6,2019-12-03 06:05:26,24.3
6,2019-12-30 06:05:33,22.6
6,2019-12-10 06:06:09,26.3
6,2019-12-06 06:07:46,24.7
6,2019-12-07 06:09:10,26.5
6,2019-12-13 06:11:02,25.4
6,2019-12-17 06:11:04,26.7
6,2019-12-18 06:12:15,27.1
6,2019-12-31 06:13:32,25.8
6,2019-12-15 06:14:53,25.2
6,2019-12-23 06:14:53,30.1
6,2019-12-30 06:15:14,31.2
6,2019-12-30 06:15:51,25.1
6,2019-12-29 06:18:40,26.6
6,2019-12-23 06:18:52,26.7
6,2019-12-11 06:18:58,26.6
6,2019-12-15 06:19:50,23.1
6,2019-12-30 06:20:05,27.6
6,2019-12-16 06:20:11,24.4
6,2019-12-04 06:20:13,26.9
6,2019-12-08 06:20:33,24.9
6,2019-12-13 06:20:53,27.7
6,2019-12-28 06:22:13,27.0
6,2019-12-15 06:22:19,25.5
6,2019-12-03 06:23:35,24.2
6,2019-12-19 06:24:30,23.6
6,2019-12-27 06:25:38,31.0
6,2019-12-16 06:25:54,25.8
6,2019-12-20 06:26:36,22.2
6,2019-12-15 06:26:45,26.8
6,2019-12-09 06:28:25,24.6
6,2019-12-10 06:29:03,25.8
6,2019-12-10 06:29:57,24.4
6,2019-12-25 06:30:10,19.0
6,2019-12-27 06:30:45,23.1
6,2019-12-25 06:30:48,18.7
6,2019-12-08 06:33:38,24.3
6,2019-12-13 06:33:43,27.3
6,2019-12-21 06:34:21,23.2
6,2019-12-11 06:34:45,21.3
6,2019-12-08 06:34:55,20.7
6,2019-12-18 06:35:00,18.4
6,2019-12-25 06:36:04,20.8
6,2019-12-05 06:37:06,19.7
6,2019-12-24 06:38:54,24.4
6,2019-12-13 06:40:15,21.3
6,2019-12-05 06:41:51,21.9
