road_segment,datetime,average_speed
5,2019-12-24 05:00:12,25.5
5,2019-12-18 05:00:15,27.4
5,2019-12-11 05:00:19,34.4
5,2019-12-15 05:00:23,27.6
5,2019-12-28 05:00:23,29.6
5,2019-12-09 05:00:55,27.3
5,2019-12-16 05:01:15,23.6
5,2019-12-08 05:01:37,25.8
5,2019-12-04 05:01:44,23.7
5,2019-12-07 05:02:19,23.7
5,2019-12-08 05:02:26,36.5
5,2019-12-18 05:02:44,28.9
5,2019-12-19 05:02:46,26.3
5,2019-12-02 05:03:15,26.8
5,2019-12-08 05:03:23,22.9
5,2019-12-01 05:03:40,25.8
5,2019-12-11 05:04:25,30.6
5,2019-12-22 05:04:34,31.0
5,2019-12-27 05:04:53,29.5
5,2019-12-23 05:05:25,23.0
5,2019-12-24 05:05:31,28.8
5,2019-12-12 05:05:44,26.6
5,2019-12-05 05:05:55,25.7
5,2019-12-21 05:06:14,26.8
5,2019-12-22 05:06:40,28.5
5,2019-12-02 05:06:44,24.7
5,2019-12-22 05:07:04,23.5
5,2019-12-17 05:07:11,27.9
5,2019-12-31 05:07:35,29.6
5,2019-12-02 05:08:07,23.1
5,2019-12-29 05:08:07,27.4
5,2019-12-18 05:08:11,25.5
5,2019-12-17 05:09:23,23.4
5,2019-12-15 05:09:27,24.9
5,2019-12-21 05:09:35,26.0
5,2019-12-27 05:09:54,28.1
5,2019-12-09 05:10:11,34.5
5,2019-12-25 05:10:17,24.8
5,2019-12-27 05:10:18,27.5
5,2019-12-04 05:10:23,26.1
5,2019-12-25 05:10:26,25.7
5,2019-12-15 05:10:40,24.5
5,2019-12-27 05:11:19,26.1
5,2019-12-16 05:11:28,24.9
5,2019-12-20 05:11:48,26.3
5,2019-12-31 05:11:53,27.9
5,2019-12-02 05:12:19,27.3
5,2019-12-02 05:12:36,27.5
5,2019-12-16 05:13:00,24.8
5,2019-12-13 05:13:13,27.2
5,2019-12-27 05:13:17,26.4
5,2019-12-10 05:13:48,25.1
5,2019-12-17 05:14:06,28.2
5,2019-12-10 05:14:19,26.5
5,2019-12-20 05:14:40,28.4
5,2019-12-05 05:14:46,24.3
5,2019-12-01 05:14:50,26.8
5,2019-12-05 05:15:00,28.8
5,2019-12-08 05:15:00,23.7
5,2019-12-30 05:15:00,26.1
5,2019-12-17 05:15:21,24.2
5,2019-12-17 05:15:23,23.4
5,2019-12-17 05:15:23,27.6
5,2019-12-08 05:15:26,26.0
5,2019-12-25 05:15:26,28.1
5,2019-12-04 05:15:53,29.0
5,2019-12-31 05:16:13,27.0
5,2019-12-12 05:16:26,24.7
5,2019-12-19 05:16:30,28.3
5,2019-12-19 05:16:33,26.9
5,2019-12-03 05:16:52,23.3
5,2019-12-22 05:16:58,27.1
5,2019-12-23 05:17:09,25.7
5,2019-12-16 05:17:12,23.5
5,2019-12-12 05:18:07,25.7
5,2019-12-02 05:18:15,25.1
5,2019-12-27 05:18:56,28.5
5,2019-12-29 05:19:13,25.5
5,2019-12-03 05:19:20,26.9
5,2019-12-10 05:19:25,25.5
5,2019-12-20 05:19:55,23.2
5,2019-12-04 05:19:59,25.0
5,2019-12-09 05:19:59,24.2
5,2019-12-23 05:20:00,24.2
5,2019-12-30 05:20:02,25.0
5,2019-12-19 05:20:04,25.1
5,2019-12-06 05:20:16,26.1
5,2019-12-18 05:20:17,24.7
5,2019-12-19 05:20:23,23.7
5,2019-12-20 05:20:29,25.9
5,2019-12-26 05:20:30,28.2
5,2019-12-04 05:20:34,25.3
5,2019-12-23 05:20:34,28.3
5,2019-12-11 05:20:46,28.0
5,2019-12-11 05:20:51,25.0
5,2019-12-26 05:21:08,27.6
5,2019-12-30 05:21:17,24.7
5,2019-12-24 05:21:26,25.3
5,2019-12-25 05:21:47,25.8
5,2019-12-17 05:22:04,28.8
5,2019-12-12 05:22:20,26.3
5,2019-12-19 05:23:09,25.4
5,2019-12-26 05:23:11,28.1
5,2019-12-30 05:23:40,28.1
5,2019-12-04 05:26:47,29.1
5,2019-12-05 05:26:50,28.6
5,2019-12-25 05:27:33,23.9
5,2019-12-18 05:27:40,27.1
5,2019-12-22 05:27:59,23.6
5,2019-12-01 05:28:18,22.8
5,2019-12-03 05:28:28,26.1
5,2019-12-18 05:28:40,25.5
5,2019-12-21 05:29:23,24.6
5,2019-12-25 05:29:44,29.0
5,2019-12-24 05:29:57,27.3
5,2019-12-21 05:30:08,23.2
5,2019-12-03 05:30:16,28.7
5,2019-12-23 05:30:18,23.1
5,2019-12-29 05:30:19,24.9
5,2019-12-18 05:30:44,27.7
5,2019-12-28 05:31:21,32.2
5,2019-12-15 05:33:08,27.4
5,2019-12-14 05:33:28,34.3
5,2019-12-20 05:34:03,24.5
5,2019-12-17 05:34:29,27.6
5,2019-12-15 05:35:43,27.6
5,2019-12-02 05:35:59,26.6
5,2019-12-24 05:37:07,26.3
5,2019-12-08 05:37:13,28.2
5,2019-12-13 05:38:15,24.5
5,2019-12-13 05:38:28,25.2
5,2019-12-31 05:38:57,26.7
5,2019-12-22 05:39:20,29.6
5,2019-12-21 05:39:22,26.4
5,2019-12-26 05:40:05,33.9
5,2019-12-07 05:40:53,33.7
5,2019-12-10 05:43:29,31.3
5,2019-12-14 05:43:31,28.0
5,2019-12-25 05:43:45,25.6
5,2019-12-20 05:43:53,25.2
5,2019-12-19 05:44:12,29.8
5,2019-12-26 05:44:45,27.4
5,2019-12-12 05:44:54,29.5
5,2019-12-29 05:45:15,26.5
5,2019-12-26 05:45:31,32.0
5,2019-12-31 05:45:52,29.3
5,2019-12-13 05:46:15,23.6
5,2019-12-17 05:46:21,24.9
5,2019-12-09 05:46:32,25.7
5,2019-12-06 05:46:33,27.9
5,2019-12-21 05:47:27,29.5
5,2019-12-31 05:47:39,27.3
5,2019-12-23 05:47:56,24.5
5,2019-12-03 05:48:18,29.2
5,2019-12-12 05:48:28,26.3
5,2019-12-29 05:49:38,28.1
5,2019-12-12 05:49:47,31.2
5,2019-12-09 05:49:59,27.4
5,2019-12-27 05:50:00,24.2
5,2019-12-17 05:50:06,23.9
5,2019-12-17 05:51:35,24.8
5,2019-12-11 05:51:57,27.6
5,2019-12-15 05:52:38,26.1
5,2019-12-21 05:53:55,23.6
5,2019-12-23 05:53:59,24.6
5,2019-12-23 05:54:28,28.7
5,2019-12-19 05:55:55,29.6
5,2019-12-26 05:56:08,32.0
5,2019-12-29 05:56:17,27.4
5,2019-12-28 05:57:25,28.9
5,2019-12-29 05:57:37,29.4
5,2019-12-28 05:57:38,25.8
5,2019-12-29 05:58:52,27.1
5,2019-12-27 05:59:27,25.0
5,2019-12-27 05:59:33,27.7
5,2019-12-18 06:00:34,26.6
5,2019-12-21 06:01:04,32.7
5,2019-12-03 06:01:46,25.5
