road_segment,datetime,average_speed
4,2019-12-02 05:00:10,22.9
4,2019-12-16 05:00:10,20.4
4,2019-12-06 05:00:13,26.6
4,2019-12-03 05:00:20,27.4
4,2019-12-09 05:00:27,21.0
4,2019-12-08 05:01:09,20.5
4,2019-12-06 05:01:14,28.0
4,2019-12-13 05:01:42,21.9
4,2019-12-15 05:01:53,25.0
4,2019-12-06 05:02:15,30.1
4,2019-12-12 05:02:34,23.6
4,2019-12-23 05:02:57,26.2
4,2019-12-28 05:03:22,22.1
4,2019-12-23 05:03:34,24.8
4,2019-12-17 05:03:39,20.2
4,2019-12-04 05:04:03,22.8
4,2019-12-08 05:04:05,24.2
4,2019-12-08 05:04:21,24.4
4,2019-12-09 05:04:59,26.1
4,2019-12-08 05:05:16,25.6
4,2019-12-22 05:05:45,26.7
4,2019-12-13 05:06:40,26.9
4,2019-12-04 05:06:54,23.2
4,2019-12-13 05:07:02,20.5
4,2019-12-22 05:07:02,26.8
4,2019-12-24 05:07:37,22.3
4,2019-12-10 05:07:44,29.4
4,2019-12-15 05:07:45,20.7
4,2019-12-11 05:07:53,24.2
4,2019-12-23 05:08:10,25.3
4,2019-12-27 05:08:21,21.0
4,2019-12-31 05:08:35,24.3
4,2019-12-27 05:08:51,23.4
4,2019-12-23 05:08:57,25.4
4,2019-12-26 05:09:40,23.9
4,2019-12-12 05:09:43,23.2
4,2019-12-16 05:09:53,23.1
4,2019-12-12 05:09:57,23.3
4,2019-12-27 05:10:18,26.0
4,2019-12-25 05:10:25,29.8
4,2019-12-20 05:10:28,22.6
4,2019-12-31 05:10:56,24.5
4,2019-12-01 05:11:07,28.3
4,2019-12-17 05:11:14,27.8
4,2019-12-02 05:11:18,22.1
4,2019-12-10 05:12:04,28.1
4,2019-12-12 05:12:11,26.5
4,2019-12-16 05:12:30,25.2
4,2019-12-22 05:12:39,24.0
4,2019-12-11 05:12:49,27.5
4,2019-12-29 05:13:29,28.4
4,2019-12-05 05:13:30,23.4
4,2019-12-17 05:13:36,24.8
4,2019-12-27 05:13:49,24.0
4,2019-12-12 05:15:35,22.9
4,2019-12-03 05:16:18,23.6
4,2019-12-04 05:16:20,26.6
4,2019-12-05 05:16:31,28.3
4,2019-12-04 05:16:40,26.8
4,2019-12-12 05:17:37,23.9
4,2019-12-08 05:17:52,23.6
4,2019-12-05 05:18:22,26.0
4,2019-12-19 05:19:10,23.8
4,2019-12-18 05:19:37,25.7
4,2019-12-06 05:20:26,25.1
4,2019-12-06 05:20:48,26.8
4,2019-12-17 05:20:56,21.2
4,2019-12-19 05:21:07,25.7
4,2019-12-16 05:21:50,23.9
4,2019-12-05 05:22:18,31.3
4,2019-12-26 05:25:02,22.1
4,2019-12-10 05:25:10,23.5
4,2019-12-05 05:26:03,31.8
4,2019-12-11 05:26:29,25.2
4,2019-12-06 05:26:39,22.6
4,2019-12-01 05:26:47,26.9
4,2019-12-31 05:26:53,29.5
4,2019-12-11 05:27:44,25.6
4,2019-12-16 05:27:51,20.9
4,2019-12-10 05:27:55,28.0
4,2019-12-03 05:28:13,26.1
4,2019-12-05 05:28:27,28.2
4,2019-12-24 05:28:41,27.9
4,2019-12-04 05:29:58,22.2
4,2019-12-03 05:29:59,23.4
4,2019-12-03 05:30:57,25.6
4,2019-12-23 05:31:00,21.5
4,2019-12-13 05:31:26,21.5
4,2019-12-18 05:31:27,25.1
4,2019-12-18 05:32:11,21.5
4,2019-12-23 05:32:31,23.9
4,2019-12-02 05:33:15,27.7
4,2019-12-10 05:33:16,29.2
4,2019-12-08 05:33:18,25.2
4,2019-12-15 05:34:10,28.4
4,2019-12-16 05:34:13,24.5
4,2019-12-18 05:34:49,21.3
4,2019-12-10 05:34:51,26.9
4,2019-12-23 05:34:55,20.8
4,2019-12-22 05:36:06,30.2
4,2019-12-23 05:36:13,32.4
4,2019-12-09 05:36:26,26.8
4,2019-12-11 05:36:30,26.4
4,2019-12-24 05:37:39,26.1
4,2019-12-05 05:37:40,30.9
4,2019-12-10 05:37:50,26.7
4,2019-12-23 05:38:55,21.9
4,2019-12-03 05:39:24,28.8
4,2019-12-18 05:40:05,25.5
4,2019-12-07 05:40:23,30.4
4,2019-12-19 05:40:32,22.2
4,2019-12-04 05:40:38,25.7
4,2019-12-13 05:41:02,25.3
4,2019-12-02 05:41:41,27.3
4,2019-12-29 05:41:42,24.6
4,2019-12-03 05:42:00,30.1
4,2019-12-19 05:42:50,25.2
4,2019-12-25 05:43:14,25.0
4,2019-12-21 05:43:46,21.9
4,2019-12-26 05:44:15,26.3
4,2019-12-18 05:44:16,20.3
4,2019-12-12 05:44:24,21.1
4,2019-12-03 05:44:49,25.7
4,2019-12-18 05:44:57,22.7
4,2019-12-20 05:45:27,21.4
4,2019-12-27 05:46:31,23.6
4,2019-12-02 05:47:56,30.1
4,2019-12-29 05:49:07,24.3
4,2019-12-11 05:50:27,23.5
4,2019-12-23 05:50:31,22.7
4,2019-12-12 05:50:50,31.0
4,2019-12-23 05:52:00,21.0
4,2019-12-11 05:52:36,23.5
4,2019-12-27 05:52:50,23.4
4,2019-12-19 05:53:23,30.1
4,2019-12-08 05:53:45,28.2
4,2019-12-04 05:53:49,29.2
4,2019-12-24 05:55:10,26.7
4,2019-12-22 05:56:11,26.3
4,2019-12-02 05:56:36,22.5
4,2019-12-15 05:56:41,24.8
4,2019-12-17 05:57:32,22.3
4,2019-12-03 05:58:29,26.0
4,2019-12-26 05:59:10,33.3
4,2019-12-12 06:00:02,26.9
4,2019-12-24 06:00:26,23.2
4,2019-12-10 06:00:29,25.6
4,2019-12-09 06:00:38,26.1
4,2019-12-30 06:01:12,25.4
4,2019-12-23 06:01:21,21.3
4,2019-12-30 06:01:26,21.0
4,2019-12-22 06:01:52,25.6
4,2019-12-11 06:02:13,24.1
4,2019-12-09 06:03:19,29.3
4,2019-12-05 06:04:44,25.5
4,2019-12-25 06:04:58,25.1
4,2019-12-12 06:05:13,26.2
4,2019-12-21 06:07:23,25.5
4,2019-12-23 06:07:26,24.3
4,2019-12-08 06:07:43,27.5
4,2019-12-06 06:08:24,24.6
4,2019-12-31 06:08:30,24.4
4,2019-12-01 06:08:57,25.2
4,2019-12-15 06:09:32,23.6
4,2019-12-03 06:09:46,22.3
4,2019-12-26 06:10:00,26.0
4,2019-12-02 06:11:07,25.3
4,2019-12-12 06:11:11,23.9
4,2019-12-18 06:11:21,24.6
4,2019-12-18 06:11:27,28.6
4,2019-12-09 06:11:38,25.2
4,2019-12-30 06:12:19,23.2
4,2019-12-10 06:12:26,30.3
4,2019-12-03 06:12:41,23.8
4,2019-12-12 06:13:19,25.8
4,2019-12-23 06:13:31,23.4
4,2019-12-05 06:13:53,25.3
4,2019-12-26 06:13:59,27.9
4,2019-12-17 06:14:26,32.7
4,2019-12-09 06:14:33,24.8
4,2019-12-17 06:14:50,24.2
4,2019-12-03 06:15:25,24.7
4,2019-12-13 06:15:37,21.9
4,2019-12-06 06:15:46,30.2
4,2019-12-25 06:16:30,27.6
4,2019-12-25 06:16:34,27.3
4,2019-12-19 06:16:47,29.2
